,Unnamed: 0,surname,ethnicity
2593,2717,sitz,german
2594,2718,slusser,german
2595,2719,sommer,german
2596,2720,sonnen,german
2597,2721,sorg,german
2598,2722,sorge,german
2599,2723,spannagel,german
2600,2724,spellmeyer,german
2601,2725,spitznogle,german
2602,2726,sponaugle,german
2603,2727,stauss,german
2604,2728,stein,german
2605,2729,steinmann,german
2606,2730,sternberg,german
2607,2731,steube,german
2608,2732,steuben,german
2609,2733,stieber,german
2610,2734,stoppelbein,german
2611,2735,straub,german
2612,2736,strobel,german
2613,2737,strohkirch,german
2614,2738,stroman,german
2615,2739,stuber,german
2616,2740,stueck,german
2617,2741,stumpf,german
2618,2742,sturm,german
2619,2743,suess,german
2620,2744,sulzbach,german
2621,2745,switzer,german
2622,2746,tangeman,german
2623,2747,tanzer,german
2624,2748,taube,german
2625,2749,teufel,german
2626,2750,tolkien,german
2627,2751,tritten,german
2628,2752,trumbauer,german
2629,2753,tschida,german
2630,2754,unkle,german
2631,2755,unruh,german
2632,2756,vieth,german
2633,2757,vogt,german
2634,2758,vogts,german
2635,2759,voigt,german
2636,2760,voigts,german
2637,2761,volk,german
2638,2762,von brandt,german
2639,2763,von essen,german
2640,2764,von grimmelshausen,german
2641,2765,von ingersleben,german
2642,2766,vonnegut,german
2643,2767,voss,german
2644,2768,wagner,german
2645,2769,wahner,german
2646,2770,walkenhorst,german
2647,2771,walther,german
2648,2772,waltz,german
2649,2773,waxweiler,german
2650,2774,weber,german
2651,2775,wechsler,german
2652,2776,wedekind,german
2653,2777,weeber,german
2654,2778,wehner,german
2655,2779,wehnert,german
2656,2780,wehunt,german
2657,2781,weigand,german
2658,2782,weimann,german
2659,2783,weiner,german
2660,2784,weiss,german
2661,2785,welter,german
2662,2786,wendel,german
2663,2787,wendell,german
2664,2788,werner,german
2665,2789,wernher,german
2666,2790,wetzel,german
2667,2791,wieck,german
2668,2792,wiegand,german
2669,2793,wildgrube,german
2670,2794,winkler,german
2671,2795,wirner,german
2672,2796,wirnhier,german
2673,2797,wirt,german
2674,2798,wirth,german
2675,2799,wolter,german
2676,2800,worner,german
2677,2801,wornhor,german
2678,2802,wruck,german
2679,2803,xylander,german
2680,2804,zellweger,german
2681,2805,zimmerman,german
2682,2806,zimmermann,german
2876,3023,ahearn,irish
2877,3024,ahearne,irish
2878,3025,beirne,irish
2879,3026,berne,irish
2880,3027,boyle,irish
2881,3028,braden,irish
2882,3029,brady,irish
2883,3030,brannon,irish
2884,3031,breen,irish
2885,3032,brennan,irish
2886,3033,brogan,irish
2887,3034,byrne,irish
2888,3035,byrnes,irish
2889,3036,callaghan,irish
2890,3037,callahan,irish
2891,3038,caomhanach,irish
2892,3039,carey,irish
2893,3040,carmody,irish
2894,3041,carran,irish
2895,3042,carroll,irish
2896,3043,cary,irish
2897,3044,casey,irish
2898,3045,cassidy,irish
2899,3046,cavan,irish
2900,3047,cavanagh,irish
2901,3048,cavanah,irish
2902,3049,cavanaugh,irish
2903,3050,cavey,irish
2904,3051,cleary,irish
2905,3052,clery,irish
2906,3053,cody,irish
2907,3054,coghlan,irish
2908,3055,connell,irish
2909,3056,connelly,irish
2910,3057,connolly,irish
2911,3058,connor,irish
2912,3059,cooney,irish
2913,3060,corcoran,irish
2914,3061,coughlan,irish
2915,3062,coughlin,irish
2916,3063,curran,irish
2917,3064,daley,irish
2918,3065,daly,irish
2919,3066,daugherty,irish
2920,3067,davin,irish
2921,3068,deasmhumhain,irish
2922,3069,deasun,irish
2923,3070,delany,irish
2924,3071,dempsey,irish
2925,3072,dermott,irish
2926,3073,desmond,irish
2927,3074,devlin,irish
2928,3075,doherty,irish
2929,3076,dolan,irish
2930,3077,donaghue,irish
2931,3078,donnell,irish
2932,3079,donnelly,irish
2933,3080,donoghue,irish
2934,3081,donohoe,irish
2935,3082,donohue,irish
2936,3083,donovan,irish
2937,3084,doran,irish
2938,3085,dougherty,irish
2939,3086,doyle,irish
2940,3087,driscoll,irish
2941,3088,duane,irish
2942,3089,durnin,irish
2943,3090,ennis,irish
2944,3091,fannon,irish
2945,3092,farrell,irish
2946,3093,finn,irish
2947,3094,finnegan,irish
2948,3095,finnin,irish
2949,3096,fitzgerald,irish
2950,3097,fitzpatrick,irish
2951,3098,fitzsimmons,irish
2952,3099,flanagan,irish
2953,3100,flanagon,irish
2954,3101,flynn,irish
2955,3102,foley,irish
2956,3103,friel,irish
2957,3104,fylan,irish
2958,3105,gallagher,irish
2959,3106,guinness,irish
2960,3107,halloran,irish
2961,3108,hanegan,irish
2962,3109,hanigan,irish
2963,3110,hannigan,irish
2964,3111,hannigen,irish
2965,3112,hearn,irish
2966,3113,heffernan,irish
2967,3114,hennessy,irish
2968,3115,hickey,irish
2969,3116,higgins,irish
2970,3117,hines,irish
2971,3118,hogan,irish
2972,3119,hynes,irish
2973,3120,kavanagh,irish
2974,3121,kavanah,irish
2975,3122,kavanaugh,irish
2976,3123,kearney,irish
2977,3124,keefe,irish
2978,3125,keegan,irish
2979,3126,kelley,irish
2980,3127,kennedy,irish
2981,3128,kilduff,irish
2982,3129,killough,irish
2983,3130,lannon,irish
2984,3131,leary,irish
2985,3132,lennon,irish
2986,3133,lynch,irish
2987,3134,mac an bhaird,irish
2988,3135,mac aodhagain,irish
2989,3136,mac branain,irish
2990,3137,macbride,irish
2991,3138,maccarrick,irish
2992,3139,maccarthy,irish
2993,3140,mac cleirich,irish
2994,3141,macclery,irish
2995,3142,mac cnaimhin,irish
2996,3143,mac conmara,irish
2997,3144,maccoughlan,irish
2998,3145,mac daibheid,irish
2999,3146,macdermott,irish
3000,3147,mac dhuibhinse,irish
3001,3148,mac diarmada,irish
3002,3149,mac ghabhann,irish
3003,3150,macginnis,irish
3004,3151,mac giolla bhrighde,irish
3005,3152,mac giolla dhuibh,irish
3006,3153,mac giolla eoin,irish
3007,3154,mac giolla fhaolain,irish
3008,3155,macgowan,irish
3009,3156,macguinness,irish
3010,3157,macguire,irish
3011,3158,mac maghnuis,irish
3012,3159,macmathan,irish
3013,3160,mac mathghamhna,irish
3014,3161,macnevin,irish
3015,3162,mac niadh,irish
3016,3163,mac niall,irish
3017,3164,mac sithigh,irish
3018,3165,mac uileagoid,irish
3019,3166,madden,irish
3020,3167,madigan,irish
3021,3168,mag aonghuis,irish
3022,3169,magorian,irish
3023,3170,mag shamhradhain,irish
3024,3171,mag uidhir,irish
3025,3172,maguire,irish
3026,3173,mahoney,irish
3027,3174,malley,irish
3028,3175,mallon,irish
3029,3176,malloye,irish
3030,3177,malone,irish
3031,3178,markey,irish
3032,3179,mcbride,irish
3033,3180,mccleary,irish
3034,3181,mccune,irish
3035,3182,mcdermott,irish
3036,3183,mcdevitt,irish
3037,3184,mcelligott,irish
3038,3185,mcginnis,irish
3039,3186,mcgovern,irish
3040,3187,mcgowan,irish
3041,3188,mcguinness,irish
3042,3189,mcguire,irish
3043,3190,mckowen,irish
3044,3191,mcmahon,irish
3045,3192,mcmanus,irish
3046,3193,mcnamara,irish
3047,3194,mcnee,irish
3048,3195,mcniall,irish
3049,3196,mcniven,irish
3050,3197,mcsheehy,irish
3051,3198,meaney,irish
3052,3199,mohan,irish
3053,3200,mollown,irish
3054,3201,molloy,irish
3055,3202,moloney,irish
3056,3203,monaghan,irish
3057,3204,monahan,irish
3058,3205,mooney,irish
3059,3206,moriarty,irish
3060,3207,mullane,irish
3061,3208,mullen,irish
3062,3209,mulligan,irish
3063,3210,mulloy,irish
3064,3211,mulrennan,irish
3065,3212,mulryan,irish
3066,3213,murdock,irish
3067,3214,murphy,irish
3068,3215,nolan,irish
3069,3216,o baoghill,irish
3070,3217,o'beirne,irish
3071,3218,o'berne,irish
3072,3219,o'boyle,irish
3073,3220,o bradaigh,irish
3074,3221,o bradain,irish
3075,3222,o braoin,irish
3076,3223,o braonain,irish
3077,3224,o briain,irish
3078,3225,o'brian,irish
3079,3226,o'brien,irish
3080,3227,o broin,irish
3081,3228,o buachalla,irish
3082,3229,o'byrne,irish
3083,3230,o caiside,irish
3084,3231,o'callaghan,irish
3085,3232,o caoimh,irish
3086,3233,o caoimhain,irish
3087,3234,o caoindealbhain,irish
3088,3235,o cathain,irish
3089,3236,o cathasaigh,irish
3090,3237,o ceallachain,irish
3091,3238,o ceallaigh,irish
3092,3239,o cearmada,irish
3093,3240,o ceithearnaigh,irish
3094,3241,o ciardha,irish
3095,3242,o cinneidigh,irish
3096,3243,o cleirigh,irish
3097,3244,o'clery,irish
3098,3245,o cnaimhin,irish
3099,3246,o cochlain,irish
3100,3247,o coigligh,irish
3101,3248,o coileain,irish
3102,3249,o conaill,irish
3103,3250,o conchobhair,irish
3104,3251,o conghalaigh,irish
3105,3252,o'connell,irish
3106,3253,o'connor,irish
3107,3254,o corcrain,irish
3108,3255,o corraidhin,irish
3109,3256,o cuana,irish
3110,3257,o cuidighthigh,irish
3111,3258,o cuilinn,irish
3112,3259,o cuinn,irish
3113,3260,o dalaigh,irish
3114,3261,o damhain,irish
3115,3262,o deorain,irish
3116,3263,o diomasaigh,irish
3117,3264,o dochartaigh,irish
3118,3265,o doibhilin,irish
3119,3266,o doirnain,irish
3120,3267,o domhnaill,irish
3121,3268,o donnchadha,irish
3122,3269,o donndubhain,irish
3123,3270,o'donnell,irish
3124,3271,o donnghaile,irish
3125,3272,o'doyle,irish
3126,3273,o dubhain,irish
3127,3274,o dubhghaill,irish
3128,3275,o dubhshlain,irish
3129,3276,o dubhshlaine,irish
3130,3277,o dubhthaigh,irish
3131,3278,o faolain,irish
3132,3279,o fearghail,irish
3133,3280,o fionnagain,irish
3134,3281,o fionnain,irish
3135,3282,o flannagain,irish
3136,3283,o floinn,irish
3137,3284,o foghladha,irish
3138,3285,o frighil,irish
3139,3286,o gallchobhair,irish
3140,3287,o gormain,irish
3141,3288,o'gorman,irish
3142,3289,o hallmhurain,irish
3143,3290,o'hanegan,irish
3144,3291,o'hanigan,irish
3145,3292,o'hannagain,irish
3146,3293,o hannagain,irish
3147,3294,o'hannagan,irish
3148,3295,o'hannegan,irish
3149,3296,o'hannigain,irish
3150,3297,o'hannigan,irish
3151,3298,o haodha,irish
3152,3299,o haonghuis,irish
3153,3300,o'hara,irish
3154,3301,o heachthighearna,irish
3155,3302,o heaghra,irish
3156,3303,o'hearn,irish
3157,3304,o heideain,irish
3158,3305,o heidhin,irish
3159,3306,o heidin,irish
3160,3307,o heidirsceoil,irish
3161,3308,o hicidhe,irish
3162,3309,o hifearnain,irish
3163,3310,o hogain,irish
3164,3311,o huiginn,irish
3165,3312,o'kane,irish
3166,3313,o'keefe,irish
3167,3314,o laoghaire,irish
3168,3315,o leannain,irish
3169,3316,o'leary,irish
3170,3317,o loingsigh,irish
3171,3318,o luain,irish
3172,3319,o madaidhin,irish
3173,3320,o maille,irish
3174,3321,o'malley,irish
3175,3322,o manachain,irish
3176,3323,o maoil eoin,irish
3177,3324,o maoil riain,irish
3178,3325,o maoilsheachlainn,irish
3179,3326,o maolain,irish
3180,3327,o maol aodha,irish
3181,3328,o maol dhomhnaigh,irish
3182,3329,o maolmhuaidh,irish
3183,3330,o maonaigh,irish
3184,3331,o marcaigh,irish
3185,3332,o mathghamhna,irish
3186,3333,o meadhra,irish
3187,3334,o meara,irish
3188,3335,o mochain,irish
3189,3336,o'mooney,irish
3190,3337,o muircheartach,irish
3191,3338,o muireadhaigh,irish
3192,3339,o murchadha,irish
3193,3340,o'neal,irish
3194,3341,o'neill,irish
3195,3342,o neill,irish
3196,3343,o'niall,irish
3197,3344,o nuallain,irish
3198,3345,o rabhartaigh,irish
3199,3346,o raghailligh,irish
3200,3347,o'reilly,irish
3201,3348,o riagain,irish
3202,3349,o riain,irish
3203,3350,o rinn,irish
3204,3351,orman,irish
3205,3352,ormond,irish
3206,3353,ormonde,irish
3207,3354,o rodagh,irish
3208,3355,o ruadhain,irish
3209,3356,o ruaidh,irish
3210,3357,o scolaidhe,irish
3211,3358,o seaghdha,irish
3212,3359,o seanain,irish
3213,3360,o seighin,irish
3214,3361,o'shea,irish
3215,3362,o sioda,irish
3216,3363,o sirideain,irish
3217,3364,o suaird,irish
3218,3365,o suileabhain,irish
3219,3366,o'sullivan,irish
3220,3367,o tadhgain,irish
3221,3368,o taidhg,irish
3222,3369,o tighearnaigh,irish
3223,3370,o'toole,irish
3224,3371,o treasaigh,irish
3225,3372,o tuathail,irish
3226,3373,quigg,irish
3227,3374,quigley,irish
3228,3375,quinlan,irish
3229,3376,quinn,irish
3230,3377,quirk,irish
3231,3378,quirke,irish
3232,3379,rafferty,irish
3233,3380,reagan,irish
3234,3381,regan,irish
3235,3382,reilly,irish
3236,3383,rowan,irish
3237,3384,ruane,irish
3238,3385,ryan,irish
3239,3386,scully,irish
3240,3387,shannon,irish
3241,3388,shea,irish
3242,3389,sheedy,irish
3243,3390,sheehy,irish
3244,3391,sheenan,irish
3245,3392,sheridan,irish
3246,3393,slane,irish
3247,3394,sloan,irish
3248,3395,sloane,irish
3249,3396,sullivan,irish
3250,3397,teagan,irish
3251,3398,tierney,irish
3252,3399,tighe,irish
3253,3400,toole,irish
3254,3401,treacy,irish
3255,3402,whalen,irish
3256,3403,whelan,irish
3257,3404,abano,italian
3258,3405,abatangelo,italian
3259,3406,abatantuono,italian
3260,3407,abate,italian
3261,3408,abategiovanni,italian
3262,3409,abatescianni,italian
3263,3410,abba,italian
3264,3411,abbadelli,italian
3265,3412,abbandonato,italian
3266,3413,abbascia,italian
3267,3414,abbatangelo,italian
3268,3415,abbatantuono,italian
3269,3416,abbate,italian
3270,3417,abbatelli,italian
3271,3418,abbaticchio,italian
3272,3419,abbiati,italian
3273,3420,abelli,italian
3274,3421,abrami,italian
3275,3422,abramo,italian
3276,3423,acardi,italian
3277,3424,accardi,italian
3278,3425,accardo,italian
3279,3426,acciai,italian
3280,3427,acciaio,italian
3281,3428,acciaioli,italian
3282,3429,acconci,italian
3283,3430,acconcio,italian
3284,3431,accorsi,italian
3285,3432,accorso,italian
3286,3433,accursio,italian
3287,3434,acerbi,italian
3288,3435,acone,italian
3289,3436,acqua,italian
3290,3437,acquafredda,italian
3291,3438,acquarone,italian
3292,3439,acquati,italian
3293,3440,adami,italian
3294,3441,adamo,italian
3295,3442,adamoli,italian
3296,3443,addario,italian
3297,3444,adelardi,italian
3298,3445,adesso,italian
3299,3446,adimari,italian
3300,3447,adriatico,italian
3301,3448,affini,italian
3302,3449,africani,italian
3303,3450,africano,italian
3304,3451,agani,italian
3305,3452,aggio,italian
3306,3453,agli,italian
3307,3454,agnelli,italian
3308,3455,agnellini,italian
3309,3456,agnusdei,italian
3310,3457,agosti,italian
3311,3458,agostini,italian
3312,3459,agresta,italian
3313,3460,agricola,italian
3314,3461,aiello,italian
3315,3462,aiolfi,italian
3316,3463,airaldi,italian
3317,3464,airo,italian
3318,3465,aita,italian
3319,3466,ajello,italian
3320,3467,alagona,italian
3321,3468,alamanni,italian
3322,3469,albanesi,italian
3323,3470,albani,italian
3324,3471,albano,italian
3325,3472,alberghi,italian
3326,3473,alberghini,italian
3327,3474,alberici,italian
3328,3475,alberighi,italian
3329,3476,albero,italian
3330,3477,albini,italian
3331,3478,albricci,italian
3332,3479,albrici,italian
3333,3480,aldebrandi,italian
3334,3481,alderisi,italian
3335,3482,alduino,italian
3336,3483,alemagna,italian
3337,3484,aleppo,italian
3338,3485,alesci,italian
3339,3486,alescio,italian
3340,3487,alesi,italian
3341,3488,alesini,italian
3342,3489,alesio,italian
3343,3490,alessandri,italian
3344,3491,alessi,italian
3345,3492,alfero,italian
3346,3493,aliberti,italian
3347,3494,alinari,italian
3348,3495,aliprandi,italian
3349,3496,allegri,italian
3350,3497,allegro,italian
3351,3498,alo,italian
3352,3499,aloi,italian
3353,3500,aloia,italian
3354,3501,aloisi,italian
3355,3502,altamura,italian
3356,3503,altimari,italian
3357,3504,altoviti,italian
3358,3505,alunni,italian
3359,3506,amadei,italian
3360,3507,amadori,italian
3361,3508,amalberti,italian
3362,3509,amantea,italian
3363,3510,amato,italian
3364,3511,amatore,italian
3365,3512,ambrogi,italian
3366,3513,ambrosi,italian
3367,3514,amerighi,italian
3368,3515,amoretto,italian
3369,3516,angioli,italian
3370,3517,ansaldi,italian
3371,3518,anselmetti,italian
3372,3519,anselmi,italian
3373,3520,antonelli,italian
3374,3521,antonini,italian
3375,3522,antonino,italian
3376,3523,aquila,italian
3377,3524,arbore,italian
3378,3525,ardiccioni,italian
3379,3526,ardizzone,italian
3380,3527,ardovini,italian
3381,3528,arena,italian
3382,3529,arlotti,italian
3383,3530,armani,italian
3384,3531,armati,italian
3385,3532,arnolfi,italian
3386,3533,arnoni,italian
3387,3534,arrighetti,italian
3388,3535,arrighi,italian
3389,3536,arrigucci,italian
3390,3537,azzara,italian
3391,3538,baggi,italian
3392,3539,baggio,italian
3393,3540,baglio,italian
3394,3541,bagni,italian
3395,3542,bagnoli,italian
3396,3543,balboni,italian
3397,3544,baldi,italian
3398,3545,baldini,italian
3399,3546,baldinotti,italian
3400,3547,baldovini,italian
3401,3548,bandini,italian
3402,3549,bandoni,italian
3403,3550,barbieri,italian
3404,3551,barone,italian
3405,3552,barsotti,italian
3406,3553,bartalotti,italian
3407,3554,bartolomei,italian
3408,3555,bartolomeo,italian
3409,3556,barzetti,italian
3410,3557,basile,italian
3411,3558,bassanelli,italian
3412,3559,bassani,italian
3413,3560,bassi,italian
3414,3561,basso,italian
3415,3562,battaglia,italian
3416,3563,bazzoli,italian
3417,3564,bellandi,italian
3418,3565,bellandini,italian
3419,3566,bellincioni,italian
3420,3567,bellini,italian
3421,3568,bellomi,italian
3422,3569,bellomo,italian
3423,3570,belloni,italian
3424,3571,belluomo,italian
3425,3572,bencivenni,italian
3426,3573,benedetti,italian
3427,3574,benenati,italian
3428,3575,benetton,italian
3429,3576,benini,italian
3430,3577,benvenuti,italian
3431,3578,berardi,italian
3432,3579,bergamaschi,italian
3433,3580,berti,italian
3434,3581,bertolini,italian
3435,3582,biagi,italian
3436,3583,biancardi,italian
3437,3584,bianchi,italian
3438,3585,bianco,italian
3439,3586,bicchieri,italian
3440,3587,biondi,italian
3441,3588,biondo,italian
3442,3589,boerio,italian
3443,3590,bologna,italian
3444,3591,bonaccorsi,italian
3445,3592,bonaccorso,italian
3446,3593,bonaventura,italian
3447,3594,bondesan,italian
3448,3595,bonomo,italian
3449,3596,borghi,italian
3450,3597,borgnino,italian
3451,3598,borgogni,italian
3452,3599,bosco,italian
3453,3600,bove,italian
3454,3601,boveri,italian
3455,3602,brambilla,italian
3456,3603,breda,italian
3457,3604,brioschi,italian
3458,3605,brivio,italian
3459,3606,brunetti,italian
3460,3607,bruno,italian
3461,3608,buffone,italian
3462,3609,bulgarelli,italian
3463,3610,bulgari,italian
3464,3611,buonarroti,italian
3465,3612,caiazzo,italian
3466,3613,caito,italian
3467,3614,caivano,italian
3468,3615,calabrese,italian
3469,3616,calligaris,italian
3470,3617,capitani,italian
3471,3618,carbone,italian
3472,3619,carboni,italian
3473,3620,carideo,italian
3474,3621,carlevaro,italian
3475,3622,carnevale,italian
3476,3623,carrara,italian
3477,3624,caruso,italian
3478,3625,casale,italian
3479,3626,cassano,italian
3480,3627,catalano,italian
3481,3628,cattaneo,italian
3482,3629,cavalcante,italian
3483,3630,cavallo,italian
3484,3631,cingolani,italian
3485,3632,cino,italian
3486,3633,cipriani,italian
3487,3634,cisternino,italian
3488,3635,coiro,italian
3489,3636,cola,italian
3490,3637,colombera,italian
3491,3638,colombo,italian
3492,3639,columbo,italian
3493,3640,como,italian
3494,3641,confortola,italian
3495,3642,conti,italian
3496,3643,corna,italian
3497,3644,corra,italian
3498,3645,corti,italian
3499,3646,corvi,italian
3500,3647,costantini,italian
3501,3648,costanzo,italian
3502,3649,cracchiolo,italian
3503,3650,cremaschi,italian
3504,3651,cremona,italian
3505,3652,cremonesi,italian
3506,3653,crespi,italian
3507,3654,croce,italian
3508,3655,crocetti,italian
3509,3656,cucinotta,italian
3510,3657,cuocco,italian
3511,3658,cuoco,italian
3512,3659,d'ambrosio,italian
3513,3660,damiani,italian
3514,3661,d'amore,italian
3515,3662,d'angelo,italian
3516,3663,d'antonio,italian
3517,3664,de angelis,italian
3518,3665,de campo,italian
3519,3666,de felice,italian
3520,3667,de filippis,italian
3521,3668,de fiore,italian
3522,3669,de laurentis,italian
3523,3670,de lorenzo,italian
3524,3671,de luca,italian
3525,3672,de palma,italian
3526,3673,de rege,italian
3527,3674,de santis,italian
3528,3675,de vitis,italian
3529,3676,de vito,italian
3530,3677,di antonio,italian
3531,3678,di caprio,italian
3532,3679,di mercurio,italian
3533,3680,di napoli,italian
3534,3681,dinapoli,italian
3535,3682,dioli,italian
3536,3683,di pasqua,italian
3537,3684,di pietro,italian
3538,3685,di stefano,italian
3539,3686,donati,italian
3540,3687,d'onofrio,italian
3541,3688,drago,italian
3542,3689,durante,italian
3543,3690,elena,italian
3544,3691,episcopo,italian
3545,3692,ermacora,italian
3546,3693,esposito,italian
3547,3694,evangelista,italian
3548,3695,fabbri,italian
3549,3696,fabbro,italian
3550,3697,falco,italian
3551,3698,faraldo,italian
3552,3699,farina,italian
3553,3700,farro,italian
3554,3701,fattore,italian
3555,3702,fausti,italian
3556,3703,fava,italian
3557,3704,favero,italian
3558,3705,fermi,italian
3559,3706,ferrara,italian
3560,3707,ferrari,italian
3561,3708,ferraro,italian
3562,3709,ferrero,italian
3563,3710,filippi,italian
3564,3711,fini,italian
3565,3712,fiore,italian
3566,3713,fiscella,italian
3567,3714,fonda,italian
3568,3715,fortunato,italian
3569,3716,franzese,italian
3570,3717,gabrielli,italian
3571,3718,gagliardi,italian
3572,3719,ganza,italian
3573,3720,garfagnini,italian
3574,3721,garofalo,italian
3575,3722,gaspari,italian
3576,3723,gatti,italian
3577,3724,genovese,italian
3578,3725,gentile,italian
3579,3726,germano,italian
3580,3727,giannino,italian
3581,3728,gimondi,italian
3582,3729,giordano,italian
3583,3730,gismondi,italian
3584,3731,giugovaz,italian
3585,3732,giunta,italian
3586,3733,goretti,italian
3587,3734,gori,italian
3588,3735,greco,italian
3589,3736,grillo,italian
3590,3737,grimaldi,italian
3591,3738,gronchi,italian
3592,3739,grossi,italian
3593,3740,grosso,italian
3594,3741,guarneri,italian
3595,3742,guerriero,italian
3596,3743,guidi,italian
3597,3744,guttuso,italian
3598,3745,idoni,italian
3599,3746,innocenti,italian
3600,3747,labriola,italian
3601,3748,laconi,italian
3602,3749,lagana,italian
3603,3750,lagomarsino,italian
3604,3751,lagorio,italian
3605,3752,laguardia,italian
3606,3753,lama,italian
3607,3754,lamberti,italian
3608,3755,lamon,italian
3609,3756,landi,italian
3610,3757,lando,italian
3611,3758,landolfi,italian
3612,3759,laterza,italian
3613,3760,laurito,italian
3614,3761,lazzari,italian
3615,3762,lecce,italian
3616,3763,leccese,italian
3617,3764,leggieri,italian
3618,3765,lemmi,italian
3619,3766,leone,italian
3620,3767,leoni,italian
3621,3768,lippi,italian
3622,3769,locatelli,italian
3623,3770,lombardi,italian
3624,3771,longo,italian
3625,3772,lupo,italian
3626,3773,luzzatto,italian
3627,3774,maestri,italian
3628,3775,magro,italian
3629,3776,mancini,italian
3630,3777,manco,italian
3631,3778,manfredi,italian
3632,3779,manfredonia,italian
3633,3780,mantovani,italian
3634,3781,marchegiano,italian
3635,3782,marchesi,italian
3636,3783,marchetti,italian
3637,3784,marchioni,italian
3638,3785,marconi,italian
3639,3786,mari,italian
3640,3787,mariani,italian
3641,3788,marmo,italian
3642,3789,martelli,italian
3643,3790,martinelli,italian
3644,3791,masi,italian
3645,3792,masin,italian
3646,3793,mazza,italian
3647,3794,messana,italian
3648,3795,micheli,italian
3649,3796,milani,italian
3650,3797,milano,italian
3651,3798,modugno,italian
3652,3799,mondadori,italian
3653,3800,mondo,italian
3654,3801,montagna,italian
3655,3802,montana,italian
3656,3803,montanari,italian
3657,3804,monte,italian
3658,3805,monti,italian
3659,3806,morandi,italian
3660,3807,morello,italian
3661,3808,moretti,italian
3662,3809,morra,italian
3663,3810,moschella,italian
3664,3811,mosconi,italian
3665,3812,motta,italian
3666,3813,muggia,italian
3667,3814,muraro,italian
3668,3815,murgia,italian
3669,3816,murtas,italian
3670,3817,nacar,italian
3671,3818,naggi,italian
3672,3819,naggia,italian
3673,3820,naldi,italian
3674,3821,nana,italian
3675,3822,nani,italian
3676,3823,nanni,italian
3677,3824,nannini,italian
3678,3825,napoleoni,italian
3679,3826,napoletani,italian
3680,3827,napoli,italian
3681,3828,napoliello,italian
3682,3829,nardi,italian
3683,3830,nardo,italian
3684,3831,nardovino,italian
3685,3832,nasato,italian
3686,3833,nascimbene,italian
3687,3834,nascimbeni,italian
3688,3835,natale,italian
3689,3836,nave,italian
3690,3837,nazario,italian
3691,3838,necchi,italian
3692,3839,negri,italian
3693,3840,negrini,italian
3694,3841,nelli,italian
3695,3842,nenci,italian
3696,3843,nepi,italian
3697,3844,neri,italian
3698,3845,neroni,italian
3699,3846,nervetti,italian
3700,3847,nervi,italian
3701,3848,nespola,italian
3702,3849,nicastro,italian
3703,3850,nicchi,italian
3704,3851,nicodemo,italian
3705,3852,nicolai,italian
3706,3853,nicolosi,italian
3707,3854,nicosia,italian
3708,3855,nicotera,italian
3709,3856,nieddu,italian
3710,3857,nieri,italian
3711,3858,nigro,italian
3712,3859,nisi,italian
3713,3860,nizzola,italian
3714,3861,noschese,italian
3715,3862,notaro,italian
3716,3863,notoriano,italian
3717,3864,oberti,italian
3718,3865,oberto,italian
3719,3866,ongaro,italian
3720,3867,orlando,italian
3721,3868,orsini,italian
3722,3869,pace,italian
3723,3870,padovan,italian
3724,3871,padovano,italian
3725,3872,pagani,italian
3726,3873,pagano,italian
3727,3874,palladino,italian
3728,3875,palmisano,italian
3729,3876,palumbo,italian
3730,3877,panzavecchia,italian
3731,3878,parisi,italian
3732,3879,parma,italian
3733,3880,parodi,italian
3734,3881,parri,italian
3735,3882,parrino,italian
3736,3883,passerini,italian
3737,3884,pastore,italian
3738,3885,pavesi,italian
3739,3886,pavone,italian
3740,3887,pavoni,italian
3741,3888,pecora,italian
3742,3889,pedrotti,italian
3743,3890,pellegrino,italian
3744,3891,perugia,italian
3745,3892,pesaresi,italian
3746,3893,pesaro,italian
3747,3894,pesce,italian
3748,3895,petri,italian
3749,3896,pherigo,italian
3750,3897,piazza,italian
3751,3898,piccirillo,italian
3752,3899,piccoli,italian
3753,3900,pierno,italian
3754,3901,pietri,italian
3755,3902,pini,italian
3756,3903,piovene,italian
3757,3904,piraino,italian
3758,3905,pisani,italian
3759,3906,pittaluga,italian
3760,3907,poggi,italian
3761,3908,poggio,italian
3762,3909,poletti,italian
3763,3910,pontecorvo,italian
3764,3911,portelli,italian
3765,3912,porto,italian
3766,3913,portoghese,italian
3767,3914,potenza,italian
3768,3915,pozzi,italian
3769,3916,profeta,italian
3770,3917,prosdocimi,italian
3771,3918,provenza,italian
3772,3919,provenzano,italian
3773,3920,pugliese,italian
3774,3921,quaranta,italian
3775,3922,quattrocchi,italian
3776,3923,ragno,italian
3777,3924,raimondi,italian
3778,3925,rais,italian
3779,3926,raneri,italian
3780,3927,rao,italian
3781,3928,rapallino,italian
3782,3929,ratti,italian
3783,3930,ravenna,italian
3784,3931,re,italian
3785,3932,ricchetti,italian
3786,3933,ricci,italian
3787,3934,riggi,italian
3788,3935,righi,italian
3789,3936,rinaldi,italian
3790,3937,riva,italian
3791,3938,rizzo,italian
3792,3939,robustelli,italian
3793,3940,rocca,italian
3794,3941,rocchi,italian
3795,3942,rocco,italian
3796,3943,roma,italian
3797,3944,romagna,italian
3798,3945,romagnoli,italian
3799,3946,romano,italian
3800,3947,roncalli,italian
3801,3948,ronchi,italian
3802,3949,rosa,italian
3803,3950,rossi,italian
